OverallStatus,HealthyVolunteers,DurationDays,Phase,Gender,DesignPrimaryPurpose,DesignInterventionModel,DesignAllocation,EnrollmentCount,ArmNumber,AgeGroups,AdverseEffectsorDeath
Terminated,No,shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,smallEnrol,3,elderly-adults,very_highAD
Terminated,No,shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,smallEnrol,1,elderly-adults,very_highAD
Completed,No,shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,2,elderly-childTeen,medianAD
Completed,No,shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,2,elderly-childTeen,medianAD
Completed,No,relatively_shortLen,Phase 4,All,Prevention,Parallel Assignment,Randomized,smallEnrol,1,elderly-adults,very_highAD
Completed,No,shortLen,Phase 3,Female,Treatment,Parallel Assignment,SingleArmNA,relatively_smallEnrol,1,elderly-adults,noAD
Completed,No,relatively_shortLen,Not Applicable,All,Basic Science,Single Group Assignment,SingleArmNA,relatively_smallEnrol,7,elderly-adults,noAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Single Group Assignment,Non-Randomized,smallEnrol,1,elderly-adults,very_highAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,noAD
Terminated,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,3,elderly-adults,highAD
Completed,No,relatively_shortLen,Phase 4,All,Treatment,Single Group Assignment,Non-Randomized,smallEnrol,2,elderly-adults,very_highAD
Completed,No,shortLen,Phase 3,Female,Treatment,Parallel Assignment,Randomized,median_Enrol,2,elderly-childTeen,medianAD
Completed,No,shortLen,Phase 2,Female,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,noAD
Completed,No,relatively_shortLen,Phase 4,Female,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,adults,noAD
Completed,No,shortLen,Phase 4,Female,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,adults,noAD
Completed,No,shortLen,Phase 2,Female,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,noAD
Completed,No,medianLen,Not Applicable,Female,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,3,adults,noAD
Completed,No,shortLen,Not Applicable,Female,Treatment,Parallel Assignment,Randomized,median_Enrol,2,elderly-adults,medianAD
Completed,Accept,relatively_shortLen,Phase 4,Female,Treatment,Parallel Assignment,Non-Randomized,smallEnrol,2,elderly-adults,noAD
Completed,No,longLen,Phase 1|Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,4,elderly-adults,very_highAD
Completed,Accept,shortLen,Phase 2,All,Treatment,Single Group Assignment,Randomized,smallEnrol,2,elderly-adults,noAD
Completed,No,shortLen,Phase 4,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,noAD
Completed,No,relatively_shortLen,Not Applicable,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,noAD
Completed,No,relatively_shortLen,Not Applicable,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,highAD
Completed,No,relatively_shortLen,Phase 4,All,Treatment,Parallel Assignment,Randomized,smallEnrol,3,elderly-adults,highAD
Completed,No,shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,3,elderly-adults,noAD
Completed,No,shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,2,elderly-adults,noAD
Completed,Accept,relatively_shortLen,Phase 4,Female,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,noAD
Completed,No,shortLen,Phase 4,All,Treatment,Parallel Assignment,Non-Randomized,smallEnrol,1,childTeen,noAD
Completed,No,shortLen,Phase 4,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,2,elderly-adults,noAD
Completed,No,relatively_shortLen,Phase 4,All,Treatment,Parallel Assignment,Non-Randomized,smallEnrol,4,elderly-childTeen,noAD
Completed,No,shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,noAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-childTeen,medianAD
Completed,No,shortLen,Phase 1,All,Treatment,Parallel Assignment,Randomized,median_Enrol,3,elderly-childTeen,medianAD
Completed,No,shortLen,Not Applicable,All,Treatment,Parallel Assignment,Randomized,median_Enrol,3,elderly-childTeen,highAD
Completed,No,shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,3,elderly-childTeen,medianAD
Completed,No,shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,3,elderly-adults,noAD
Completed,Accept,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,2,elderly-childTeen,noAD
Completed,Accept,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,4,elderly-childTeen,medianAD
Completed,No,medianLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,2,elderly-adults,very_highAD
Completed,No,relatively_shortLen,Phase 4,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-childTeen,very_highAD
Completed,Accept,shortLen,Phase 4,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,3,elderly-adults,noAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,1,elderly-adults,very_highAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,2,elderly-adults,highAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,2,elderly-adults,highAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,largeEnrol,2,elderly-childTeen,highAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,4,elderly-childTeen,highAD
Completed,No,longLen,Phase 2,All,Treatment,Parallel Assignment,Non-Randomized,relatively_smallEnrol,7,allAges,highAD
Completed,No,longLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,9,allAges,very_highAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,very_highAD
Completed,No,relatively_shortLen,Phase 4,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,noAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,noAD
Completed,Accept,relatively_shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,medianAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,highAD
Completed,No,longLen,Not Applicable,All,Prevention,Parallel Assignment,Non-Randomized,relatively_smallEnrol,1,allAges,very_highAD
Completed,No,shortLen,Not Applicable,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,noAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Single Group Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,highAD
Completed,No,shortLen,Not Applicable,All,Treatment,Single Group Assignment,SingleArmNA,relatively_smallEnrol,1,elderly-adults,noAD
Terminated,No,relatively_shortLen,Not Applicable,All,Treatment,Parallel Assignment,Randomized,smallEnrol,1,elderly-adults,noAD
Completed,Accept,relatively_shortLen,Not Applicable,All,Treatment,Single Group Assignment,Randomized,smallEnrol,1,elderly-adults,noAD
Completed,No,shortLen,Not Applicable,All,Treatment,Single Group Assignment,SingleArmNA,relatively_smallEnrol,1,elderly-adults,noAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,highAD
Completed,No,relatively_shortLen,Phase 2|Phase 3,All,Treatment,Single Group Assignment,Randomized,relatively_smallEnrol,1,elderly-adults,noAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,3,elderly-adults,highAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,median_Enrol,5,elderly-adults,highAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,6,elderly-adults,highAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,largeEnrol,3,elderly-childTeen,highAD
Completed,No,longLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,12,adults-childTeen,very_highAD
Terminated,No,relatively_shortLen,Phase 4,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,noAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,childTeen-infants,very_highAD
Completed,No,longLen,Phase 1|Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,7,elderly-adults,very_highAD
Terminated,No,medianLen,Phase 1|Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,3,elderly-adults,very_highAD
Terminated,No,relatively_shortLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,2,elderly-adults,very_highAD
Completed,No,medianLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,7,allAges,very_highAD
Completed,No,longLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,9,allAges,very_highAD
Terminated,No,medianLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,13,elderly-adults,very_highAD
Completed,No,longLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,11,allAges,very_highAD
Completed,No,medianLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,2,elderly-childTeen,very_highAD
Terminated,No,relatively_shortLen,Phase 1|Phase 2,All,Treatment,Single Group Assignment,Non-Randomized,smallEnrol,2,elderly-adults,noAD
Terminated,No,longLen,Phase 1,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,3,elderly-adults,noAD
Terminated,No,medianLen,Not Applicable,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,4,elderly-adults,noAD
Completed,No,medianLen,Phase 1|Phase 2,All,Treatment,Sequential Assignment,SingleArmNA,smallEnrol,4,elderly-adults,very_highAD
"Active, not recruiting",No,longLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,7,elderly-adults,very_highAD
Terminated,No,relatively_shortLen,Phase 2,All,Supportive Care,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,noAD
Terminated,Accept,shortLen,Not Applicable,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,4,elderly-adults,very_highAD
Completed,No,longLen,Phase 1|Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,relatively_smallEnrol,4,elderly-adults,very_highAD
Completed,No,longLen,Not Applicable,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,5,allAges,very_highAD
Completed,No,shortLen,Phase 2,All,Supportive Care,Single Group Assignment,SingleArmNA,smallEnrol,3,elderly-adults,noAD
Completed,No,longLen,Not Applicable,All,Supportive Care,Single Group Assignment,SingleArmNA,smallEnrol,2,elderly-adults,very_highAD
Completed,No,longLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,4,elderly-adults,noAD
Completed,No,relatively_shortLen,Not Applicable,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-childTeen,noAD
Terminated,No,relatively_shortLen,Phase 4,All,Treatment,Parallel Assignment,Randomized,smallEnrol,3,elderly-childTeen,very_highAD
Completed,No,relatively_shortLen,Phase 1,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,4,elderly-adults,noAD
Terminated,No,medianLen,Phase 1,All,Treatment,Parallel Assignment,Randomized,smallEnrol,3,elderly-adults,very_highAD
Terminated,No,relatively_shortLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,2,elderly-adults,noAD
Completed,No,longLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,3,elderly-adults,very_highAD
Completed,No,medianLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,very_highAD
Completed,No,medianLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,2,elderly-adults,highAD
Terminated,No,medianLen,Phase 1|Phase 2,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,highAD
Completed,No,medianLen,Phase 1|Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,3,elderly-adults,noAD
Completed,No,longLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,very_highAD
Terminated,No,longLen,Phase 1,All,Treatment,Single Group Assignment,Non-Randomized,smallEnrol,2,elderly-adults,very_highAD
Completed,No,medianLen,Phase 1|Phase 2,All,Treatment,Parallel Assignment,Non-Randomized,smallEnrol,1,elderly-adults,highAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,noAD
Terminated,No,longLen,Phase 1|Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-adults,noAD
Completed,No,shortLen,Phase 2|Phase 3,Female,Basic Science,Parallel Assignment,Randomized,smallEnrol,3,elderly-adults,noAD
"Active, not recruiting",No,medianLen,Not Applicable,All,Prevention,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,noAD
Completed,Accept,shortLen,Phase 3,All,Prevention,Parallel Assignment,Non-Randomized,smallEnrol,2,elderly-adults,noAD
Completed,No,medianLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,4,allAges,very_highAD
Completed,No,relatively_shortLen,Not Applicable,All,Treatment,Parallel Assignment,Randomized,very_largeEnrol,1,elderly-adults,medianAD
Completed,No,shortLen,Phase 4,All,Prevention,Parallel Assignment,Randomized,smallEnrol,1,elderly-adults,noAD
Completed,Accept,shortLen,Phase 3,All,Prevention,Single Group Assignment,SingleArmNA,relatively_smallEnrol,2,elderly-adults,noAD
Completed,Accept,shortLen,Not Applicable,All,Prevention,Crossover Assignment,Randomized,smallEnrol,3,elderly-adults,noAD
Completed,No,shortLen,Not Applicable,All,Prevention,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,noAD
Completed,Accept,relatively_shortLen,Not Applicable,All,Prevention,Parallel Assignment,Randomized,very_largeEnrol,1,elderly-adults,noAD
Completed,Accept,shortLen,Not Applicable,Female,Prevention,Parallel Assignment,Randomized,median_Enrol,2,adults,noAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,median_Enrol,2,elderly-adults,highAD
Completed,No,shortLen,Not Applicable,All,Prevention,Single Group Assignment,Randomized,smallEnrol,1,elderly-adults,noAD
Completed,No,relatively_shortLen,Phase 3,Female,Treatment,Parallel Assignment,Randomized,median_Enrol,3,elderly-childTeen,medianAD
Completed,No,relatively_shortLen,Phase 3,Female,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-childTeen,noAD
Completed,Accept,relatively_shortLen,Not Applicable,All,Prevention,Parallel Assignment,Randomized,largeEnrol,2,infants,noAD
Terminated,No,relatively_shortLen,Not Applicable,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,very_highAD
Completed,No,relatively_shortLen,Not Applicable,All,Prevention,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,noAD
Completed,No,relatively_shortLen,Not Applicable,All,Prevention,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,noAD
Completed,No,relatively_shortLen,Phase 4,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,highAD
Completed,Accept,medianLen,Not Applicable,All,Prevention,Parallel Assignment,Randomized,median_Enrol,2,elderly-adults,medianAD
Completed,No,shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,2,elderly-adults,very_highAD
Completed,No,medianLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,2,elderly-adults,medianAD
Terminated,No,medianLen,Not Applicable,All,Prevention,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,noAD
Terminated,No,medianLen,Phase 2,All,Treatment,Crossover Assignment,Randomized,smallEnrol,2,allAges,very_highAD
Completed,Accept,relatively_shortLen,Phase 2,Female,Diagnostic,Parallel Assignment,Non-Randomized,relatively_smallEnrol,1,elderly-adults,noAD
Completed,Accept,medianLen,Not Applicable,Female,Prevention,Parallel Assignment,Randomized,largeEnrol,2,allAges,noAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,smallEnrol,1,elderly-adults,highAD
Completed,Accept,shortLen,Not Applicable,All,Prevention,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,noAD
Completed,Accept,medianLen,Phase 4,All,Prevention,Parallel Assignment,Randomized,very_largeEnrol,1,elderly-adults,very_highAD
Completed,Accept,shortLen,Not Applicable,All,Health Services Research,Parallel Assignment,Randomized,relatively_smallEnrol,1,elderly-adults,noAD
Terminated,No,medianLen,Phase 4,All,Prevention,Parallel Assignment,Randomized,median_Enrol,2,childTeen-infants,medianAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,3,elderly-adults,very_highAD
Completed,Accept,shortLen,Not Applicable,Female,Prevention,Parallel Assignment,Randomized,relatively_smallEnrol,2,allAges,noAD
Completed,No,medianLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,noAD
Completed,No,relatively_shortLen,Phase 2,Female,Prevention,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,noAD
Completed,No,relatively_shortLen,Phase 1|Phase 2,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-childTeen,highAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Single Group Assignment,SingleArmNA,smallEnrol,1,elderly-childTeen,very_highAD
Completed,Accept,relatively_shortLen,Phase 2,All,Prevention,Factorial Assignment,Randomized,relatively_smallEnrol,4,elderly-adults,noAD
Terminated,No,shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,smallEnrol,3,elderly-adults,noAD
Completed,No,longLen,Phase 4,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,infants,noAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,4,elderly-adults,highAD
Completed,No,shortLen,Phase 3,All,Treatment,Single Group Assignment,Non-Randomized,smallEnrol,1,childTeen-infants,noAD
Completed,No,medianLen,Phase 2|Phase 3,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,5,infants,very_highAD
Completed,No,relatively_shortLen,Phase 4,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,highAD
Completed,No,medianLen,Not Applicable,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,7,elderly-adults,highAD
Completed,Accept,medianLen,Not Applicable,Male,Screening,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,noAD
Completed,No,shortLen,Not Applicable,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,1,elderly-adults,highAD
Terminated,No,relatively_shortLen,Not Applicable,Male,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,1,elderly-adults,noAD
Terminated,No,shortLen,Not Applicable,All,Treatment,Parallel Assignment,Randomized,smallEnrol,3,elderly-adults,noAD
Terminated,No,relatively_shortLen,Not Applicable,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,noAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,largeEnrol,5,elderly-adults,highAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,3,elderly-adults,very_highAD
Completed,No,longLen,Phase 4,All,Treatment,Parallel Assignment,Randomized,largeEnrol,1,elderly-adults,very_highAD
Completed,Accept,shortLen,Not Applicable,All,Supportive Care,Parallel Assignment,Randomized,smallEnrol,1,infants,noAD
Completed,No,relatively_shortLen,Not Applicable,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,noAD
Completed,No,longLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,3,elderly-adults,noAD
Completed,No,relatively_shortLen,Not Applicable,All,Basic Science,Single Group Assignment,SingleArmNA,relatively_smallEnrol,1,elderly-adults,highAD
Completed,No,medianLen,Phase 1|Phase 2,All,Prevention,Parallel Assignment,Randomized,median_Enrol,1,adults-infants,highAD
Completed,No,relatively_shortLen,Not Applicable,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,noAD
Completed,Accept,relatively_shortLen,Not Applicable,All,Health Services Research,Parallel Assignment,Non-Randomized,smallEnrol,1,allAges,very_highAD
Completed,No,relatively_shortLen,Not Applicable,All,Prevention,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,noAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,highAD
Completed,No,relatively_shortLen,Phase 2,All,Treatment,Parallel Assignment,Randomized,relatively_smallEnrol,2,elderly-adults,very_highAD
Completed,No,medianLen,Phase 1|Phase 2,All,Treatment,Parallel Assignment,Non-Randomized,smallEnrol,1,elderly-adults,very_highAD
Completed,No,shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,median_Enrol,2,elderly-adults,highAD
Terminated,No,relatively_shortLen,Phase 3,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,noAD
Completed,No,medianLen,Not Applicable,All,Health Services Research,Parallel Assignment,Randomized,smallEnrol,1,elderly-childTeen,noAD
Completed,No,relatively_shortLen,Phase 2,All,Prevention,Parallel Assignment,Randomized,median_Enrol,2,elderly-adults,very_highAD
Completed,No,relatively_shortLen,Not Applicable,All,Screening,Parallel Assignment,Non-Randomized,relatively_smallEnrol,2,elderly-adults,noAD
Completed,No,relatively_shortLen,Not Applicable,All,Diagnostic,Parallel Assignment,Non-Randomized,largeEnrol,1,adults-infants,noAD
Completed,No,relatively_shortLen,Phase 3,All,Treatment,Single Group Assignment,SingleArmNA,relatively_smallEnrol,1,elderly-childTeen,very_highAD
Completed,No,relatively_shortLen,Phase 4,All,Treatment,Parallel Assignment,Randomized,smallEnrol,2,elderly-adults,noAD
Terminated,Accept,longLen,Phase 1|Phase 2,All,Treatment,Single Group Assignment,Non-Randomized,smallEnrol,1,elderly-childTeen,highAD
