OverallStatus,BriefSummary,Condition,HealthyVolunteers,DurationDays,InterventionType,Phase,Gender,DesignPrimaryPurpose,DesignInterventionModel,LocationCountry,DesignAllocation,EnrollmentCount,ArmNumber,AgeGroups,AdverseEffectsorDeath
Completed,The purpose of this study is to provide further evidence of the clinical and bacteriological efficacy of retapamulin in the treatment of subjects with SITL or impetigo due to MRSA. Subjects aged 2 months and older will be treated with either topical retapamulin for 5 days or oral linezolid for 10 days. The primary endpoint is the clinical response at follow-up (7-9 days after the end of therapy) in subjects who have a MRSA infection at baseline. The primary population is the per-protocol MRSA population. It is anticipated that approximately 500 subjects may be enrolled in order to obtain approximately 105 subjects who have a baseline MRSA infection.,"Skin Infections, Bacterial",No,518.0,Drug,Phase 3,All,Treatment,Parallel Assignment,United States,Randomized,410.0,2,allAges,6.0
Completed,The purpose of this study is to determine whether steroid-related complications can be avoided by using steroid-free immuno-suppressive drug regimen after liver transplantation.,Liver Cirrhosis|Liver Transplant Disorder,No,851.0,Drug,Phase 4,All,Treatment,Factorial Assignment,United States,Randomized,40.0,4,elderly-adults,5.0
Completed,The objectives of this study are: (1) to evaluate the safety and tolerability of VP 20621 dosed orally for up to 14 days in adults previously treated for CDI; (2) to characterize the frequency and duration of stool colonization with the VP 20621 strain of C. difficile; (3) to evaluate the efficacy of VP 20621 for prevention of recurrence of CDI; and (4)to select a dose regimen of VP 20621 to be used in future studies.,Clostridium Difficile Infection,No,715.0,"Biological,Other",Phase 2,All,Prevention,Parallel Assignment,"Germany,United States,Canada,Spain,Switzerland,Belgium",Randomized,173.0,4,elderly-adults,27.0
Completed,Gepotidacin (GSK2140944) is a novel triazaacenaphthylene bacterial type II topoisomerase inhibitor that is being developed for the treatment of uncomplicated urinary tract infections (UTIs; acute cystitis). This Phase IIa study will evaluate plasma and urine pharmacokinetics of gepotidacin in female subjects with acute cystitis. Eligible female subjects will receive twice daily (BID) dose of gepotidacin 1500 milligram (mg) for 5 days via oral route. Pre-treatment and post-treatment samples for pharmacokinetic (PK) assessments will be collected throughout the study. The total duration of the study is approximately 28 days.,"Infections, Bacterial",No,168.0,Drug,Phase 2,Female,Treatment,Single Group Assignment,United States,SingleArmNA,22.0,1,elderly-adults,1.0
Completed,"The purpose of this study is to compare the safety and efficacy of the antibiotic tigecycline with other antibiotics, ampicillin-sulbactam, and amoxicillin-clavulanate in the treatment of a complicated skin and/or skin structure infection (cSSSI).","Skin Diseases, Bacterial",No,731.0,Drug,Phase 4,All,Treatment,Parallel Assignment,"Israel,Hong Kong,Korea, Republic of,Philippines,Taiwan,Singapore,United States,Canada,South Africa,Malaysia,Thailand,Lebanon",Randomized,550.0,2,elderly-adults,67.0
Completed,"The purpose of this study is to find the safe dose of nab-paclitaxel in children with solid tumors, and to see if it works to treat these solid tumors in children and young adults (in Phase 1 ≤ 18 years old and in Phase 2 ≤ 24 years old). After the final dose has been chosen, patients will be enrolled according to the specific solid tumor type, (neuroblastoma, rhabdomyosarcoma, or Ewing's sarcoma), to see how nab-paclitaxel works in treating these tumors.","Neuroblastoma|Rhabdomyosarcoma|Ewing's Sarcoma|Ewing's Tumor|Sarcoma, Ewing's|Sarcomas, Epitheliod|Sarcoma, Soft Tissue|Sarcoma, Spindle Cell|Melanoma|Malignant Melanoma|Clinical Oncology|Oncology, Medical|Pediatrics, Osteosarcoma|Osteogenic Sarcoma|Osteosarcoma Tumor|Sarcoma, Osteogenic|Tumors|Cancer|Neoplasia|Neoplasm|Histiocytoma|Fibrosarcoma|Dermatofibrosarcoma",No,1798.0,Drug,Phase 1|Phase 2,All,Treatment,Single Group Assignment,"France,Italy,United Kingdom,United States,Canada,Spain,Switzerland",Non-Randomized,107.0,2,adults-infants,133.0
Completed,A Phase II trial to demonstrate the safety and efficacy of PTK 0796 in the treatment of complicated skin and skin structure infections (cSSSI).,Infectious Skin Disease|Bacterial Skin Disease,No,173.0,Drug,Phase 2,All,Treatment,Parallel Assignment,United States,Randomized,234.0,2,elderly-adults,3.0
Completed,"The purpose of this study is to evaluate the usefulness of antifungal lock therapy with liposomal amphotericin B (Ambisome), in combination with systemic antifungal(s), in patients with catheter-related blood stream infections with fungal organisms, whose catheter has not been removed because of the continuing critical need for central line access. The primary group of potential patients will be those with intestinal insufficiency, including post-op small bowel transplant recipients.||The recommendation of the Infectious Disease Society of America (IDSA) is to remove all catheters with fungal infections and treat systemically for 14 days after the last positive culture. However, in certain intestinal failure patients, removal of an infected line might significantly reduce or eliminate intravenous (IV) access and create a life threatening situation. Thus, the investigators' aim is to determine the usefulness of antifungal lock therapy in intestinal failure patients whose catheter has not been removed. The investigators' hope is to salvage central line catheters rather than to remove them.",Central Line Fungal Infections,No,1461.0,Drug,Phase 4,All,Treatment,Single Group Assignment,United States,SingleArmNA,13.0,1,adults-infants,0.0
Completed,"The purpose of this study is to determine whether regular screening (every 2 months) and treatment for bacterial vaginosis (BV [infection of the vagina]) will reduce the number of incidences of chlamydia and gonorrhea (sexually transmitted diseases) over the course of a year. Chlamydial and gonococcal infections will be determined by vaginal swab testing at 4, 8, and 12 months after enrollment. Subjects will include 1500 women aged 15-25 years who have clinical evidence of BV, with no symptoms. Subjects will be randomly assigned to 1 of 2 possible study groups: the intervention group (treatment of BV) or the control group (no BV treatment). Every 2 months, subjects will complete a home self-testing kit for screening of BV using a swab. If BV is detected by self-test, the subjects in the interventional group will receive a 7 day course of the antibiotic metronidazole. Participants will be involved in study related procedures for up to 12 months.",Bacterial Vaginosis,No,2347.0,Drug,Phase 3,Female,Treatment,Parallel Assignment,United States,Randomized,1370.0,1,adults-childTeen,10.0
Completed,"This randomized phase III trial is studying how well Caphosol rinse works in preventing mucositis in young patients undergoing autologous or donor stem cell transplant. Supersaturated calcium phosphate (Caphosol) rinse may be able to prevent mucositis, or mouth sores, in patients undergoing stem cell transplant.","Childhood Acute Lymphoblastic Leukemia in Remission|Childhood Acute Myeloid Leukemia in Remission|Childhood Chronic Myelogenous Leukemia|Childhood Myelodysplastic Syndromes|Chronic Eosinophilic Leukemia|Chronic Myelomonocytic Leukemia|Chronic Neutrophilic Leukemia|de Novo Myelodysplastic Syndromes|Disseminated Neuroblastoma|Juvenile Myelomonocytic Leukemia|Mucositis|Myelodysplastic/Myeloproliferative Neoplasm, Unclassifiable|Previously Treated Childhood Rhabdomyosarcoma|Previously Treated Myelodysplastic Syndromes|Recurrent Childhood Acute Lymphoblastic Leukemia|Recurrent Childhood Acute Myeloid Leukemia|Recurrent Childhood Large Cell Lymphoma|Recurrent Childhood Lymphoblastic Lymphoma|Recurrent Childhood Rhabdomyosarcoma|Recurrent Childhood Small Noncleaved Cell Lymphoma|Recurrent Malignant Testicular Germ Cell Tumor|Recurrent Wilms Tumor and Other Childhood Kidney Tumors|Recurrent/Refractory Childhood Hodgkin Lymphoma|Relapsing Chronic Myelogenous Leukemia|Secondary Acute Myeloid Leukemia|Secondary Myelodysplastic Syndromes|Unspecified Childhood Solid Tumor, Protocol Specific",No,1582.0,"Other,Drug,Procedure",Phase 3,All,Supportive Care,Parallel Assignment,"United States,Canada,Australia",Randomized,226.0,4,adults-infants,3.0
Completed,"In this study we will measure the concentration of the drug called voriconazole which is used to fight infections caused by fungus in children who usually are cancer patients and have their immune system down. Since we know the dose in adults, and we think we know the matching doses in the young patients ages 2 to less than 15 years old, we will compare the amount of drug that goes into the system with what we know works in adults. We give the drug by a needle directly into the blood, then few days later we stop that and give the drug by mouth. Meanwhile, we draw a little bit of blood at certain times to measure the drug in it.","Aspergillosis, Aspergilloma",No,608.0,Drug,Phase 2,All,Prevention,Single Group Assignment,Japan,Non-Randomized,21.0,2,childTeen-infants,0.0
