"APIVrs: 1.01.03"
"DataVrs: 2021:10:13 22:57:14.023"
"Expression: bacterial infection"
"NStudiesAvail: 392193"
"NStudiesFound: 7653"
"MinRank: 2001"
"MaxRank: 3000"
"NStudiesReturned: 1000"
"Field Names: OverallStatus,BriefSummary,Condition,HealthyVolunteers,StudyType,StartDate,CompletionDate,InterventionName,InterventionType,Phase,Gender,MaximumAge,MinimumAge,DesignPrimaryPurpose,DesignInterventionModel,LocationCountry,DesignAllocation,EnrollmentCount,EventGroupDeathsNumAffected,EventGroupSeriousNumAffected"

"Rank","OverallStatus","BriefSummary","Condition","HealthyVolunteers","StudyType","StartDate","CompletionDate","InterventionName","InterventionType","Phase","Gender","MaximumAge","MinimumAge","DesignPrimaryPurpose","DesignInterventionModel","LocationCountry","DesignAllocation","EnrollmentCount","EventGroupDeathsNumAffected","EventGroupSeriousNumAffected"
2255,"Completed","This study is designed to evaluate the safety and tolerability of V114 and Prevnar 13™ in healthy infants. This study will include both full-term infants (≥37 weeks gestational age) and premature infants (<37 weeks gestational age). Premature infants will be included in a Premature Infant Immunogenicity Substudy, which will assess immunogenicity and safety following administration of V114 or Prevnar 13™.","Pneumococcal Infections","Accepts Healthy Volunteers","Interventional","December 14, 2018","March 26, 2021","V114|Prevnar 13™","Biological|Biological","Phase 3","All","90 Days","42 Days","Prevention","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|Australia|Australia|Australia|Canada|Canada|Canada|Canada|Canada|Canada|Canada|Canada|Finland|Finland|Finland|Finland|Finland|Finland|Finland|Finland|Finland|Finland|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Germany|Israel|Israel|Israel|Israel|Israel|Israel|Israel|Malaysia|Malaysia|Malaysia|Malaysia|Malaysia|Peru|Peru|Peru|Taiwan|Taiwan|Taiwan|Taiwan|Thailand|Thailand|Thailand|Thailand|Thailand","Randomized","2409",,
2256,"Completed","This Phase 1b will describe the safety and immunogenicity of 2 multivalent pneumococcal conjugate vaccine formulations in healthy Japanese adults in the United States.","Pneumococcal Infections","Accepts Healthy Volunteers","Interventional","August 29, 2018","March 29, 2019","Prevnar 13|multivalent pneumococcal conjugate formulation 1|multivalent pneumococcal conjugate formulation 2","Biological|Biological|Biological","Phase 1","All","49 Years","18 Years","Prevention","Parallel Assignment","United States|United States|United States|United States","Randomized","104",,
2257,"Completed","The goal of this study is to evaluate the safety, tolerability, and immunogenicity of the Pneumococcal Conjugate Vaccines (PCVs) V114 and Prevnar 13™ in healthy infants switched from Prevnar 13™ to V114 during the four-dose PCV immunization schedule.","Pneumococcal Infections","Accepts Healthy Volunteers","Interventional","October 18, 2018","December 14, 2020","Prevnar 13™|V114|RotaTeq™|Pentacel™|RECOMBIVAX HB™|HIBERIX™|M-M-R™ II|VARIVAX™","Biological|Biological|Biological|Biological|Biological|Biological|Biological|Biological","Phase 3","All","90 Days","42 Days","Prevention","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|Puerto Rico|Puerto Rico|Puerto Rico|Puerto Rico|Puerto Rico|Thailand|Thailand|Thailand|Thailand|Turkey|Turkey|Turkey","Randomized","900","0|0|0|0|0","21|24|15|18|21"
2258,"Completed","This study was designed to evaluate the safety and tolerability of a single dose of V114 when administered concomitantly and non-concomitantly (i.e., 30 days after) with influenza vaccine. It also evaluated whether V114 can be administered concomitantly with influenza vaccine without impairing the antibody response to the 15 serotypes contained in V114 and to the 4 influenza viruses contained in the seasonal inactivated quadrivalent influenza vaccine (QIV). The primary hypotheses state that immune responses to V114 and to QIV are non-inferior when administered concomitantly as compared with non-concomitant administration as measured by serotype-specific opsonophagocytic activity (OPA) and hemagglutination inhibition (HAI) geometric mean titers (GMTs) at 30 days postvaccination. This study will also contribute to the overall safety database and immunogenicity data for V114 to support initial licensure in adults.","Pneumococcal Infections","Accepts Healthy Volunteers","Interventional","September 14, 2018","June 24, 2019","V114|QIV|Matching Placebo for V114","Biological|Biological|Biological","Phase 3","All",,"50 Years","Prevention","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States","Randomized","1200","1|0","22|14"
2259,"Completed","This study is to evaluate the safety, tolerability and immunogenicity of a single dose of 13-valent pneumococcal conjugate vaccine in Japanese subjects aged 6 to 64 years who are considered to be at increased risk of pneumococcal disease and who are naive to pneumococcal vaccines.","Pneumococcal Infections","No","Interventional","July 12, 2018","November 16, 2018","13-valent pneumococcal conjugate vaccine","Biological","Phase 3","All","64 Years","6 Years","Prevention","Single Group Assignment","Japan|Japan|Japan|Japan|Japan|Japan|Japan|Japan","N/A","206","0|0|0","0|0|0"
2260,"Active, not recruiting","This study is designed 1) to describe the safety, tolerability, and immunogenicity of V114 and Prevnar 13™ in pneumococcal vaccine-naïve adult and pediatric recipients of allogeneic hematopoietic stem cell transplant (HSCT), and 2) to describe the safety and tolerability of PNEUMOVAX™23 when administered 12 months after HSCT.","Pneumococcal Infections","No","Interventional","September 12, 2018","November 10, 2021","V114|Prevnar 13™|PNEUMOVAX™23","Biological|Biological|Biological","Phase 3","All",,"3 Years","Prevention","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|Australia|Australia|Australia|Australia|Australia|Australia|Belgium|Belgium|Belgium|Belgium|Belgium|Brazil|Brazil|Brazil|Canada|Canada|Canada|Colombia|Colombia|Colombia|France|France|France|France|France|France|Germany|Germany|Germany|Mexico|Mexico|Mexico|Mexico|Mexico|Mexico|Mexico|Sweden|Sweden|Sweden","Randomized","300",,
2261,"Terminated","This is a Phase 2, randomized, active-controlled, open-label study with a 3-arm parallel design. Healthy 2-month old infants (42 to 98 days of age) with no history of pneumococcal vaccination will be randomized in a 1:1:1 ratio to receive a 4-dose series of: multivalent pneumococcal conjugate vaccine coadministered with Prevnar 13 (Group 1); multivalent pneumococcal conjugate vaccine given 1 month after Prevnar 13 (Group 2); or Prevnar 13 with a single dose of multivalent pneumococcal conjugate vaccine (Group 3).","Pneumococcal Infections","Accepts Healthy Volunteers","Interventional","June 1, 2018","November 5, 2020","Multivalent|Prevnar 13","Biological|Biological","Phase 2","All","98 Days","42 Days","Prevention","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States","Randomized","560",,
2262,"Completed","A Phase 2, Randomized, Double-Blind Trial to Evaluate the Safety and Immunogenicity of a Multivalent Pneumococcal Conjugate Vaccine in Healthy Infants","Pneumococcal Infections","Accepts Healthy Volunteers","Interventional","April 16, 2018","February 11, 2020","Multivalent|13vPnC","Biological|Biological","Phase 2","All","98 Days","42 Days","Prevention","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States","Randomized","460","0|0","12|5"
2263,"Completed","This study is designed 1) to evaluate the safety, tolerability, and immunogenicity of V114 and Prevnar 13™, 2) to describe the safety of sequential administration of V114 or Prevnar 13™ followed by PNEUMOVAX™23, and 3) to evaluate the immune responses to the 15 serotypes contained in V114 when PNEUMOVAX™23 is given approximately 12 months after receipt of either V114 or Prevnar 13™ in healthy adults 50 years of age or older. There was no formal hypothesis testing.","Pneumococcal Infections","Accepts Healthy Volunteers","Interventional","June 22, 2018","December 23, 2019","V114|Prevnar 13™|PNEUMOVAX™23","Biological|Biological|Biological","Phase 3","All",,"50 Years","Prevention","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|Korea, Republic of|Korea, Republic of|Spain|Spain|Spain|Taiwan|Taiwan","Randomized","652","0|0|0|0","17|19|1|2"
2264,"Completed","This is a 2-stage, phase 1/2, randomized, active-controlled, observer-blinded study with a 2-arm parallel design in each stage.||In Stage 1 healthy adults 50 to 64 years of age with no history of pneumococcal vaccination will be randomized equally to receive either a single intramuscular dose of multivalent pneumococcal conjugate vaccine or a licensed tetanus, diphtheria, acellular pertussis combination vaccine (Tdap) (control group).||In Stage 2 healthy adults 65 to 85 years of age previously vaccinated with Prevnar 13 >=2 months prior to investigational product administration will be randomized equally to receive either a single intramuscular dose of multivalent pneumococcal conjugate vaccine or the licensed 23-valent pneumococcal polysaccharide vaccine (control group).","Pneumococcal Infections","Accepts Healthy Volunteers","Interventional","October 12, 2017","May 24, 2019","Multivalent|Tdap|polysaccharide","Biological|Biological|Biological","Phase 2","All","85 Years","50 Years","Prevention","Parallel Assignment","United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States|United States","Randomized","511","0|0|3|0","2|0|9|8"
